Work_ID,Documents_Submitted,NOC_Status,Compliance_Score,Is_Duplicate_Work,Cost_Anomaly_Flag,Overall_Fraud_Risk_Score,Work_Description_Full,Inspection_Summary,Issues_Encountered
WS/MP18032/2025-2026/193872,NOC,Pending,68.21,False,False,91.48,"Construction of road at Mahadalit tola, Rampur ward no 14",Standard inspection passed,
WS/MP18032/2025-2026/193874,NOC,Pending,59.13,False,False,59.11,Construction of Nala at Lalmandera(Kathtar) similar to Sarenja-Purinda road,Standard inspection passed,"Weather delays, Vendor issues"
WS/MP18032/2025-2026/193876,NOC,Received,90.63,False,False,86.79,Construction of road and rest area drainage at Churamanpur ward no 7 from Baban yadav house to shiv mandir,Standard inspection passed,
WS/MP18032/2025-2026/193878,"Utilization Cert,Site Plan",Not_Required,47.37,False,False,25.95,Construction of road at sarenja ward no 3 from Bhola Kohar house to Aanganbadi kendra via Shri Ram Janki School,Issues found on site,
WS/MP18032/2025-2026/193879,"Site Plan,Utilization Cert",Not_Required,95.27,False,False,11.34,Construction of road at sarenja ward no 3 from Public water tank to Buxar-sasaram road,Issues found on site,
WS/MP18031/2025-2026/193880,"NOC,Site Plan,Utilization Cert",Pending,44.0,False,False,70.82,Construction of Two Rooms in Gurua Inter College in Gurua Block,Standard inspection passed,
WS/MP331/2025-2026/193881,NOC,Received,94.18,False,False,83.9,Construction upgradation of Community Hall near Kabir Mandir at Ward No 09 Old Rehari Mohalla Jammu,Issues found on site,"Weather delays, Vendor issues"
WS/MP345/2025-2026/193882,"Utilization Cert,Site Plan",Received,51.34,False,False,36.55,"Concreting of Kottavila - Thenguvila Road, Thenguvila Byroad 1, Thenguvila Byroad 2 at  ward 8 Keralapuram in Perinad Gramapanchayat in Kundara Constituency",Standard inspection passed,
WS/MP18036/2025-2026/193883,"NOC,Site Plan",Not_Required,56.04,False,False,13.85,Purchase of Books for School,Issues found on site,"Weather delays, Vendor issues"
WS/MP18036/2025-2026/193886,"Utilization Cert,NOC,Site Plan",Received,66.27,False,False,29.16,Purchase of Books for School,Standard inspection passed,
WS/MP331/2025-2026/193887,NOC,Pending,72.7,False,False,72.21,Dedication of Motorized Scooter to Suraj Prakash So Krishan Chand Ro Majua Uttami 9622451183,Standard inspection passed,"Weather delays, Vendor issues"
WS/MP18036/2025-2026/193889,"Utilization Cert,NOC,Site Plan",Received,65.52,False,False,6.53,Purchase of Books for School,Standard inspection passed,
WS/MP18036/2025-2026/193890,"NOC,Site Plan",Pending,79.59,False,False,45.57,Purchase of Books for School,Standard inspection passed,
WS/MP18036/2025-2026/193891,"Site Plan,NOC,Utilization Cert",Not_Required,61.19,False,False,0.14,Purchase of Books for School,Issues found on site,"Weather delays, Vendor issues"
WS/MP18036/2025-2026/193893,NOC,Received,91.72,False,False,97.5,Purchase of Books for School,Standard inspection passed,
WS/MP18355/2025-2026/193894,Site Plan,Received,75.46,False,False,72.9,Installation of Borewell alongwith motor and electrical connection at Tavarekere Hobli Cholanayanakanahalli Gram Panchayat limits In between Naganahalli and Channamarayanahalli,Standard inspection passed,
WS/MP18355/2025-2026/193895,Site Plan,Pending,96.39,False,True,52.78,To provide borewell alongwith motor and electric connection under K Gollahalli Gram Panchayat limits at Ramayyanapalya,Standard inspection passed,"Weather delays, Vendor issues"
WS/MP18036/2025-2026/193896,"NOC,Site Plan,Utilization Cert",Received,96.73,False,False,86.56,Purchase of Books for School,Standard inspection passed,
WS/MP18031/2025-2026/193897,"NOC,Site Plan,Utilization Cert",Not_Required,71.38,False,False,43.7,Construction of community Building near Police Station in Kothi village Bikopur Panchayat Imamganj Block,Standard inspection passed,
WS/MP18036/2025-2026/193898,Utilization Cert,Pending,58.63,False,False,75.85,Purchase of Books for School,Standard inspection passed,
WS/MP18036/2025-2026/193899,NOC,Not_Required,40.45,False,False,8.52,Purchase of Books for School,Standard inspection passed,"Weather delays, Vendor issues"
WS/MP18082/2025-2026/193900,"Utilization Cert,Site Plan",Pending,86.75,False,False,21.84,"Construction of School room for Prashanti Vidyalaya School under Tapovana Seva Trust in IUDP layout, Chitradurga town",Standard inspection passed,
WS/MP431/2025-2026/193913,"NOC,Utilization Cert",Pending,80.01,False,False,37.6,"Construction of Hostel building in Ashram Hari Mandir Sanskrit Mahavidhyalay, Pataudi",Standard inspection passed,
WS/MP18031/2025-2026/193914,NOC,Pending,55.23,False,False,27.16,Development of Park in the Amokhar Tola of Majhiawan Village  Panchayat,Issues found on site,
WS/MP18155/2025-2026/193916,"NOC,Utilization Cert",Pending,81.65,False,False,80.45,Additional Fund for  Construction of Community Hall ( An Amount of  5.00 lac has already been given by this office letter No 14 Dated 03.01.2025) for this work,Standard inspection passed,"Weather delays, Vendor issues"
WS/MP18036/2025-2026/193917,Site Plan,Pending,70.84,False,False,2.78,Purchase of books for schools,Standard inspection passed,
WS/MP431/2025-2026/193931,"NOC,Site Plan,Utilization Cert",Received,54.22,False,False,77.65,Construction of shelters (Tin Shed) for animals,Issues found on site,
WS/MP18031/2025-2026/193932,"Utilization Cert,Site Plan",Received,78.95,False,False,72.2,Construction of Chhayadar Chabutra at Karam Sthan   pahad par   Chhakarbandha Panchayat near  Teen Muhaan  Dumaria Block,Standard inspection passed,
WS/MP18031/2025-2026/193933,Site Plan,Not_Required,59.31,False,False,45.72,Construction of Chhayadar Chabutra  in Taarchua  Paschimi Tola  Chhakarbandha Panchayat  V Block,Standard inspection passed,"Weather delays, Vendor issues"
WS/MP18031/2025-2026/193934,"Utilization Cert,Site Plan",Not_Required,97.86,False,False,89.49,Construction of Community Building near Bikuaankla   Sewra Panchayat  Dumaria Block,Standard inspection passed,
WS/MP18086/2025-2026/193935,"Site Plan,Utilization Cert",Received,82.01,False,True,18.36,VOKKALIGA SANGHA SAMUDAYA BHAVANA CONTINUATION WORK AT HASSAN TALUK B KATIHALLI GRAMA PANCHAYATH KRISHNA NAGARA  2024-25,Standard inspection passed,
WS/MP18213/2025-2026/193937,"NOC,Site Plan,Utilization Cert",Pending,67.57,False,False,3.16,Gram panchayat barthari ke gram barthari mein sughar singh ke ghar ke pass tirahe par Sugar Singh ke pass Mob 9719976217,Standard inspection passed,
WS/MP431/2025-2026/193939,Utilization Cert,Pending,76.2,False,False,30.66,Completion of Press Conference Hall in Existing Building,Standard inspection passed,
WS/MP18086/2025-2026/193940,"Utilization Cert,Site Plan,NOC",Not_Required,90.53,False,False,91.27,UNDER GROUND DRAINAGE DEVELOPMENT WORK AT HASSAN TALUK MANACHANAHALLI GRAMA PANCHAYATH ASHOKA NAGARA EXTENSION MAIN ROAD TO RANGASWAMY HOUSE 2024-25,Issues found on site,"Weather delays, Vendor issues"
WS/MP18213/2025-2026/193955,"Utilization Cert,Site Plan",Pending,81.42,False,False,62.37,gram panchayat bhaisora buzurg ke Kasganj Etah Marg par Saurav Dhaba ke pass Sant Kumar Kashyap Mob 7668103935,Standard inspection passed,
WS/MP18086/2025-2026/193956,"Utilization Cert,Site Plan",Not_Required,96.57,False,False,99.61,SCHOOL BUILDING REPAIR WORK AT HASSAN TALUK SALAGAME HOBALI HARUVANAHALLI VILLAGE 2024-25,Standard inspection passed,
WS/MP18086/2025-2026/193958,"Utilization Cert,Site Plan",Received,47.77,False,False,90.93,SAMUDAYA BHAVANA DEVELOPMENT WORK AT HASSAN TALUK HARALAHALLI GRAMA PANCHAYATH HARALAHALLI VILLAGE 2024-25,Standard inspection passed,
WS/MP444/2025-2026/193960,Utilization Cert,Received,74.16,False,False,6.16,Gram Pandhra me shivnath Bhagat ke ghar ke pass San.Samudayik Bhavan nirman,Standard inspection passed,
WS/MP18086/2025-2026/193984,"Utilization Cert,NOC,Site Plan",Pending,72.79,False,False,83.37,SAMUDAYA BHAVANA DEVELOPMENT WORK AT HASSAN TALUK HUVINAHALLI KAVAL GRAMA PANCHAYATH JANIVARA VILLAGE 2024-25,Standard inspection passed,
WS/MP444/2025-2026/193985,Utilization Cert,Received,59.93,False,False,70.09,Gram Panchayat Dudhawani ke gram Kharagondi me vishnu bhagat ke ghar ke pass San.Samu.Bhavan Nirman,Standard inspection passed,
WS/MP18086/2025-2026/193987,"Utilization Cert,NOC",Not_Required,59.28,False,True,98.88,ANGANAVADI BUILDING DEVELOPMENT WORK AT HASSAN TALUK BYLAHALLI GRAMA PANCHAYATH GUNDASETTIHALLI VILLAGE 2024-25,Standard inspection passed,
WS/MP444/2025-2026/193988,"Site Plan,Utilization Cert",Not_Required,93.67,False,False,28.05,Govt. Middle School Jamthi me Additional Room nirman,Standard inspection passed,
WS/MP18031/2025-2026/193990,"Site Plan,NOC",Not_Required,52.2,False,False,38.59,Construction of PCC road in Sikariya Village of Noni Panchayat from Community Centre to Ramdhayan Daas House,Standard inspection passed,
WS/MP18198/2025-2026/193991,"Site Plan,NOC",Not_Required,47.85,False,False,4.0,Roads work,Issues found on site,
WS/MP18086/2026-2027/194004,"Site Plan,Utilization Cert",Pending,45.72,False,False,74.56,holenarsipura vidhan sabha constituency holenarsipura taluk halekote hobli kurubarahalli village primisis CC road development work  2024-25,Standard inspection passed,"Weather delays, Vendor issues"
WS/MP18086/2026-2027/194010,"NOC,Site Plan,Utilization Cert",Not_Required,68.76,False,False,89.28,channarayapatna taluk kasaba hobli janivara GP janivara village sarvijanika samudhaya bhavan opposit side dainig hall construction work 2024-25,Standard inspection passed,
WS/MP18086/2026-2027/194015,"NOC,Site Plan",Pending,58.36,False,False,13.48,holenarsipura vidhan sabha constituency hassan taluk dudda hobli tirupathihalli village primisis CC road development work  2024-25,Standard inspection passed,"Weather delays, Vendor issues"
WS/MP18031/2025-2026/194016,"NOC,Utilization Cert,Site Plan",Received,95.77,False,False,37.0,Construction of Vidhi Bhawan in the Aurangabad District Civil Court premises   Khata 192   Plot 382   Area 990 sq ft,Standard inspection passed,"Weather delays, Vendor issues"
WS/MP18086/2025-2026/194017,Utilization Cert,Pending,87.47,False,False,9.8,PROVIDING CCTV CAMERA SYSTEMS FOR SECURITY OF   PUBLIC AREAS IN HASSAN TOWN 2024-25,Standard inspection passed,
WS/MP444/2025-2026/194018,"NOC,Site Plan",Received,96.69,False,False,62.16,Athner ke ward no 13 me shriram mandir parisar ke piche samudayik shouchalaya evam snanagar nirman,Standard inspection passed,
WS/MP18036/2025-2026/194020,"NOC,Utilization Cert",Not_Required,61.02,False,False,69.87,Purchase of Books for School,Standard inspection passed,
WS/MP18036/2025-2026/194022,"Site Plan,NOC",Received,63.36,False,False,85.12,Purchase of Books for School,Standard inspection passed,
WS/MP005/2025-2026/194024,NOC,Not_Required,82.4,False,False,20.05,Improvement of electricity distribution infrastructure for Setting Borewell at Sarsa,Standard inspection passed,
WS/MP18036/2025-2026/194026,"NOC,Site Plan",Received,59.83,False,False,79.45,Purchase of Books for School,Standard inspection passed,"Weather delays, Vendor issues"
WS/MP18036/2025-2026/194028,NOC,Not_Required,71.91,False,False,50.01,Purchase of Books for School,Standard inspection passed,"Weather delays, Vendor issues"
WS/MP18036/2025-2026/194029,Site Plan,Not_Required,99.62,False,False,5.6,Purchase of Books for School,Issues found on site,"Weather delays, Vendor issues"
WS/MP18036/2025-2026/194030,"Site Plan,NOC",Not_Required,58.19,False,False,74.49,Purchase of Books for School,Standard inspection passed,
WS/MP18036/2025-2026/194031,"Utilization Cert,NOC,Site Plan",Received,87.08,False,False,51.66,Purchase of Books for School,Standard inspection passed,
WS/MP18036/2025-2026/194033,"Site Plan,NOC,Utilization Cert",Not_Required,60.02,False,False,18.72,Purchase of Books for School,Issues found on site,
WS/MP18036/2025-2026/194035,"Utilization Cert,Site Plan,NOC",Pending,61.11,False,True,58.55,Purchase of Books for School,Standard inspection passed,
WS/MP18036/2025-2026/194036,Site Plan,Pending,85.44,False,False,93.62,Purchase of Books for School,Standard inspection passed,"Weather delays, Vendor issues"
WS/MP18031/2025-2026/194037,"Utilization Cert,Site Plan",Received,59.7,False,False,99.45,Development of Chhat Ghat in Pandepur Talaab of Poiwan Panchayat,Standard inspection passed,"Weather delays, Vendor issues"
WS/MP18036/2025-2026/194067,"Utilization Cert,NOC",Received,52.68,False,False,9.75,Purchase of Books for School,Issues found on site,
WS/MP18036/2025-2026/194068,"NOC,Utilization Cert",Not_Required,90.77,False,False,94.73,Purchase of Books for School,Issues found on site,
WS/MP18036/2025-2026/194069,Utilization Cert,Not_Required,53.34,False,False,13.06,Purchase of Books for School,Standard inspection passed,
WS/MP18031/2025-2026/194070,"NOC,Site Plan",Not_Required,72.67,False,True,82.45,Construction of community building Near Pachar Pahaad Rafiganj Block,Standard inspection passed,
WS/MP18036/2025-2026/194071,NOC,Not_Required,85.56,False,False,7.18,Purchase of Books for School,Standard inspection passed,"Weather delays, Vendor issues"
WS/MP18036/2025-2026/194073,"NOC,Utilization Cert",Pending,67.4,False,True,87.04,Purchase of Books for School,Standard inspection passed,
WS/MP18103/2025-2026/194075,Site Plan,Received,73.61,False,False,47.01,nagar parishad antri ward no 6 me shivdayal mahor ke ghar se panni mahor ke ghar tak cc road nirman karya,Standard inspection passed,
WS/MP18036/2025-2026/194076,"Site Plan,Utilization Cert",Not_Required,70.27,False,False,10.33,Purchase of Books for School,Standard inspection passed,"Weather delays, Vendor issues"
WS/MP18031/2025-2026/194077,Utilization Cert,Received,99.51,False,False,47.31,Construction of Passenger Shed near Nandmahal of Chhakarbandha Panchayat   Dumaria Block,Standard inspection passed,
WS/MP18036/2025-2026/194078,"Utilization Cert,Site Plan,NOC",Received,68.0,False,False,15.81,Purchase of Books for School,Standard inspection passed,
WS/MP18222/2025-2026/194079,Site Plan,Received,67.12,False,False,53.33,vikas khand machhlishaer gram sahijadpur post barhata me santra devi ke ghar se kamlesh yadav ke khet tak lagbhag 100 meter CC Road,Issues found on site,
WS/MP18036/2025-2026/194080,"Utilization Cert,Site Plan,NOC",Received,98.78,False,False,46.09,Purchase of Books for School,Standard inspection passed,
WS/MP18036/2025-2026/194081,Site Plan,Received,46.34,False,False,59.37,Purchase of Books for School,Standard inspection passed,
WS/MP18036/2025-2026/194082,"Site Plan,NOC,Utilization Cert",Pending,74.11,False,False,69.24,Purchase of Books for School,Standard inspection passed,"Weather delays, Vendor issues"
WS/MP18036/2025-2026/194083,NOC,Received,53.27,False,False,75.66,Purchase of Books for School,Standard inspection passed,"Weather delays, Vendor issues"
WS/MP18400/2025-2026/194084,"Utilization Cert,NOC,Site Plan",Not_Required,89.12,False,True,87.95,"Construction of Artistic Gazebo at Ekta Apartment Pocket1 and 2, Sector-3, Dwarka Najafgarh Zone",Standard inspection passed,"Weather delays, Vendor issues"
WS/MP18112/2025-2026/194085,"Site Plan,NOC",Not_Required,85.1,False,False,57.39,"Installation of paving blocks at Agricultural Science Branch, Ruler Institute, Panchavati, Amravati, run by Shri Shivaji Educational Institution.",Standard inspection passed,
WS/MP18200/2025-2026/194086,Utilization Cert,Not_Required,89.61,False,True,1.0,"For the purchase of a 32-seater bus for Sainik School, Kauhar, Block Shahgarh, District Amethi, Uttar Pradesh.",Standard inspection passed,"Weather delays, Vendor issues"
WS/MP552/2025-2026/194125,"NOC,Site Plan",Received,82.57,False,False,94.29,MOTIHARI NAGAR NIGAM KE M.S COLLEGE  KA CHAHARDIWARI EWAM SAUNDRYIKARAN KARYA.,Issues found on site,
WS/MP552/2025-2026/194126,"NOC,Site Plan,Utilization Cert",Pending,91.61,False,False,49.68,MOTIHARI NAGAR NIGAM KE MUFFASIL THANA KA CHAHARDIWARI EWAM SAUNDRYIKARAN KARYA.,Standard inspection passed,"Weather delays, Vendor issues"
WS/MP552/2025-2026/194127,"NOC,Utilization Cert",Pending,48.32,False,False,68.35,MOTIHARI NAGAR NIGAM KE MAHILA THANA KA CHAHARDIWARI EWAM SAUNDRYIKARAN KARYA.,Standard inspection passed,
WS/MP524/2025-2026/194131,"NOC,Site Plan,Utilization Cert",Received,59.6,False,False,30.72,Construction of Community Hall Near Mosque  Jandrapeta Sdoum,Standard inspection passed,
WS/MP524/2025-2026/194132,"Site Plan,NOC",Not_Required,87.4,False,False,54.48,Construction of Drain From J Nallaiah House to Government School in Renumakulapalli HW Renumakulapalli V and GP,Standard inspection passed,
WS/MP524/2025-2026/194142,"NOC,Utilization Cert,Site Plan",Received,86.26,False,False,38.96,Internal CC Roads in Kuravapalli Village Balamvaripalli GP,Standard inspection passed,
WS/MP18120/2025-2026/194147,"Site Plan,NOC,Utilization Cert",Not_Required,41.37,False,False,54.95,Construction of Cement Concrete Road and Drainage System AT. Bhategaon TQ. Kalamnuri DIST. Nanded.,Standard inspection passed,
WS/MP18237/2025-2026/194148,NOC,Not_Required,81.72,False,False,79.3,33-11 KV Vidyut Upkendra Kasampur Tanda se Poshit Rajswa Gram Faizabad ka Gram Maganpura Badshahibagh mein Madrasa Darul Uloom Nizamiya ke paas 25 KVA ka Parivartak evam Vidyutikaran Karya,Standard inspection passed,
WS/MP18113/2025-2026/194151,"Utilization Cert,NOC",Received,91.95,False,False,44.84,DHONGAON TQ KANNAD CONSTRUCTION OF COMMUNITY HALLS,Standard inspection passed,
WS/MP437/2025-2026/194153,NOC,Not_Required,78.59,False,False,91.73,Construction of 300 feet PCC path from Rajbali Thakur house to Anandi Singh house in village Kajri,Standard inspection passed,"Weather delays, Vendor issues"
WS/MP437/2025-2026/194154,"NOC,Utilization Cert",Pending,51.17,False,False,51.09,Construction of community building in village Duba of Panchayat Rambandh,Standard inspection passed,"Weather delays, Vendor issues"
WS/MP727/2025-2026/194172,NOC,Pending,60.18,False,False,33.62,"Hadoti Malwa Chyawan Goad Hitkari Samiti Kota K Bhukhand Sankhya 9-A, Godawari Dham Yojna, Dadabadi Kota Mai Samudayik Kary Hetu Hall Nirman Ka Karya.  Place- Bhukhand Sankhya 9-A, Godawari Dham Yojna, Dadabadi Kota,  Recommended Amount 10.00 Lakh Rs., Implementing Agency - Kota Vikas Pradhikaran, Kota  (Mplad 2025-26 18 Dated 20.04.2025)",Standard inspection passed,"Weather delays, Vendor issues"
WS/MP352/2025-2026/194173,"Utilization Cert,NOC",Received,85.78,False,False,96.75,"Installation of Minimast Light at Kothad YMA Jn, Ward 6, Kadamakudy GP",Standard inspection passed,
WS/MP352/2025-2026/194175,"Utilization Cert,Site Plan",Received,93.37,True,False,60.25,"Installation of Minimast Light at Chennoor Temple Jn, Ward 3, Kadamakudy GP",Issues found on site,
WS/MP18213/2025-2026/194179,"Site Plan,NOC,Utilization Cert",Pending,67.77,False,False,91.73,Etah Shikohabad road par shiva garden marriage home ke samne chotu Yadav 9720257000,Standard inspection passed,
WS/MP18237/2025-2026/194193,"Site Plan,NOC,Utilization Cert",Received,44.01,False,False,57.54,"33-11 KV Vidyut Upkendra Ghunna ke 11 KV Alipura Poshak se Poshit Gram Maheshwari Khurd Block Puwarka Zila Saharanpur mein Nai Basti, Mohd. Jabir Putra Akhtar Hasan aadi ki Awasiya Colony ka Vidyutikaran Karya",Standard inspection passed,
WS/MP18213/2025-2026/194194,NOC,Pending,91.22,False,False,73.74,Nagar Panchayat Amanpur mein Boudh Park mein Devender Shakya 9458267496,Standard inspection passed,
WS/MP352/2025-2026/194195,Site Plan,Not_Required,90.66,False,False,80.15,"Installation of Minimast Light at Karikkattuthuruth Jn, Ward 4, Kadamakudy GP",Standard inspection passed,"Weather delays, Vendor issues"
WS/MP352/2025-2026/194198,"Site Plan,NOC",Not_Required,49.65,False,False,18.44,"Installation of Minimast Light near Open Gym, Ward 1, Kadamakudy GP",Standard inspection passed,
WS/MP18213/2025-2026/194200,"NOC,Utilization Cert",Pending,90.68,False,False,49.81,gram panchayat girora ke gram nagla ghanshyam mein public place par latooriji,Standard inspection passed,"Weather delays, Vendor issues"
WS/MP18314/2025-2026/194201,"NOC,Site Plan",Received,89.2,False,False,43.94,"Installation of Number of 2 Submersible Motors for Drinking Water W.No-30, Barnala Khuddi Road Back Side K.K Rice Mill",Issues found on site,"Weather delays, Vendor issues"
WS/MP352/2025-2026/194202,"NOC,Utilization Cert,Site Plan",Pending,49.93,False,False,87.99,"Installation of Minimast near Kattathrakavu Temple, Ward 1, Kadamakudy GP",Standard inspection passed,
WS/MP18213/2025-2026/194206,Site Plan,Received,90.97,False,False,92.26,gram panchayat Nababganj Nagariya Sarai gram mein Mahesh Diwakar 9627961213,Standard inspection passed,"Weather delays, Vendor issues"
WS/MP18314/2025-2026/194207,"Utilization Cert,Site Plan,NOC",Not_Required,68.22,False,False,75.58,Repair Development Extansion Work of Baba Jiwan Singh  Dharmshala Opp Petrol Pump Badbar,Standard inspection passed,
WS/MP352/2025-2026/194208,"Site Plan,Utilization Cert",Received,58.82,False,False,22.47,"Installation of Highmast Light Infront of Purappallikavu Temple, Ward 6, Karumalloor GP",Standard inspection passed,
WS/MP18031/2025-2026/194209,NOC,Pending,66.96,False,False,64.76,Development of public park and Chabootra near Ashoka Stambh in Khakhra Village of Hasauli Panchayat  Deo Block,Standard inspection passed,
WS/MP18314/2025-2026/194212,"Utilization Cert,Site Plan",Not_Required,72.78,True,False,82.64,"Installation of Submersible Motor for Drinking Water W.No-15, Barnala Rathrian Muhalla, Near Jode Darwajje Khoo Kol",Standard inspection passed,"Weather delays, Vendor issues"
WS/MP352/2025-2026/194213,"Utilization Cert,Site Plan",Pending,84.94,False,False,76.21,"Development of Panchayath Ground, Ward 7, Nayarambalam GP",Standard inspection passed,
WS/MP18213/2025-2026/194214,NOC,Not_Required,97.47,False,False,1.73,gram panchayat Kurha ke gram kurha mein ram sharan ke ghar ke pass public place par Dhirendra Shakya 6395013935,Standard inspection passed,
WS/MP453/2025-2026/194215,NOC,Pending,47.92,False,False,94.04,"Construction of Mandap at Audipada in Tusuba GP, Lamtaput Block",Standard inspection passed,"Weather delays, Vendor issues"
WS/MP18193/2026-2027/194216,"Utilization Cert,Site Plan,NOC",Not_Required,63.76,False,False,96.76,"Laying of Damaged CC road at Bison Enclave at 5 9 360 85 p, 72 to 77 at dbr welfare association office at Yapral, Neredmet Ward No. 136, Malkajgiri Circle-28, Medchal-Malkajgiri District.",Standard inspection passed,"Weather delays, Vendor issues"
WS/MP18311/2025-2026/194231,"Utilization Cert,NOC,Site Plan",Pending,90.42,False,False,34.91,Installation of fixed garden gym equipment at village Pipal Majra,Standard inspection passed,
WS/MP18311/2025-2026/194232,"Utilization Cert,Site Plan,NOC",Received,94.26,False,False,55.04,Purchase of mobile water tankers at village Mastgarh,Standard inspection passed,
WS/MP18311/2025-2026/194233,Site Plan,Pending,68.96,False,False,49.99,Construction of boundary wall in hawks club Collage rode rupnagar,Issues found on site,"Weather delays, Vendor issues"
WS/MP331/2025-2026/194234,Utilization Cert,Received,91.0,False,False,60.25,Construction of Hall near Shiv Aasan Mandir Ward No 07 Panchayat Battal Block Kharah Balli,Standard inspection passed,"Weather delays, Vendor issues"
WS/MP18228/2025-2026/194239,"Site Plan,Utilization Cert,NOC",Received,60.26,False,False,63.51,"JANG BAHADUR BAL VIDYA MANDIR KUKUHAN, JAUNPUR ME ROOM NIRMAN HETU",Standard inspection passed,
WS/MP433/2025-2026/194240,"Utilization Cert,NOC,Site Plan",Pending,68.73,False,False,91.88,Construction of community hall in Devpahari village of Nekpura Panchayat under Deori block.,Standard inspection passed,"Weather delays, Vendor issues"
WS/MP598/2025-2026/194241,Utilization Cert,Not_Required,43.57,False,False,32.4,Construction of Link Road Kana Dhyalag GP Koron Kainthali Executive Agency BDO Solan,Standard inspection passed,
WS/MP433/2025-2026/194242,"NOC,Utilization Cert,Site Plan",Not_Required,71.69,False,False,90.39,Construction of paver blocks from Khusro Turi house to Vishal Pandey house in Lataki village of Panchayat Lataki of Jamua block,Issues found on site,"Weather delays, Vendor issues"
WS/MP433/2025-2026/194243,"NOC,Utilization Cert,Site Plan",Not_Required,82.0,False,False,59.52,Construction of paver blocks in the courtyard of the community building located at Patardih in the Panchayat Remba village of Jamua block,Standard inspection passed,
WS/MP18004/2025-2026/194244,"Utilization Cert,NOC",Received,93.85,False,True,31.54,"Construction of Community Shed at Primary Health Centre, Minumuluru, Paderu Mandal",Standard inspection passed,
WS/MP18228/2025-2026/194253,"Utilization Cert,NOC",Not_Required,42.48,False,False,34.08,"AWADH INTERNATIONAL ACADEMY SIRAM SARAI, JAUNPUR ME ROOM NIRMAN HETU",Standard inspection passed,
WS/MP433/2025-2026/194254,Utilization Cert,Not_Required,80.61,False,False,50.54,Construction of library in village Khairabad of Panchayat mandramo of Suriya block,Standard inspection passed,
WS/MP413/2025-2026/194260,"Site Plan,NOC,Utilization Cert",Not_Required,98.56,False,False,85.06,"Under the Member of Parliament Local Area Development Scheme, an amount of Rs. 12 lakh 50 thousand is recommended from my MP fund for the construction of an entrance gate for the convenience of citizens before the petrol pump ahead of Vishnu Sugar Mill in the first kilometer of Gopalganj to Badharia R.C.D. Path.",Standard inspection passed,"Weather delays, Vendor issues"
WS/MP413/2025-2026/194261,"Utilization Cert,Site Plan",Pending,42.45,False,False,72.61,"Under the Member of Parliament Local Area Development Scheme, an amount of 12 lakh 50 thousand rupees is recommended from my MP fund for the construction of an entrance gate for the convenience of the citizens within the first kilometer ahead of Lakhpatia turn in the R.C.D. path going from Gopalganj to Bettiah via Jadopur.",Issues found on site,
WS/MP18213/2025-2026/194262,"NOC,Site Plan,Utilization Cert",Not_Required,59.06,False,False,84.18,"gram panchayat pavsara , mein kasganj amapur par kushwaha marriage home ke pass public place kishori lala",Issues found on site,"Weather delays, Vendor issues"
WS/MP18109/2025-2026/194266,"Site Plan,Utilization Cert",Not_Required,54.74,False,False,95.47,GRAM PANCHAYAT BIHARA ME GOPI SHAH KE GHAR RAMKUMAR SHAH KE GHAR TAK PCC SADAK NIRMAN KARYA LAMBAI LAGBHAG 240 METER,Issues found on site,
WS/MP18147/2025-2026/194267,"Site Plan,NOC,Utilization Cert",Received,90.58,False,False,45.08,Installation of Solar semi Himax light At Jaiguru Cultural Mandap Ward no 10 (Rairangpur Municipality) Executive Agency EO (Rairangpur Municipality),Standard inspection passed,"Weather delays, Vendor issues"
WS/MP18147/2025-2026/194269,NOC,Pending,95.79,False,False,72.6,Construction of CC Road And Guard wall From BandariPari  Nh49 to Biro Sahu House Under Jamdasahi (GP) Executive Agency ITDA (Karanjia),Standard inspection passed,
WS/MP18147/2025-2026/194270,NOC,Pending,83.77,False,False,18.84,Renjovation of water body Near Ambatandi AT Baikal GP HALDA under Rairangpur Block Executive Agency ITDA (Rairangpur),Standard inspection passed,"Weather delays, Vendor issues"
WS/MP18147/2025-2026/194271,"Site Plan,NOC",Pending,62.33,False,False,58.5,Construction of Cultural Mandap At Bhagabandi Under Bhanjakia (GP) Executive Agency ITDA (Karanjia),Standard inspection passed,
WS/MP18147/2025-2026/194272,Site Plan,Pending,97.42,False,False,93.17,Construction of CC Road From Goudgan Godipokhari TO NH49 Under Jamadasahi (GP) Executive Agency ITDA (Karanjia),Issues found on site,
WS/MP18147/2025-2026/194273,Utilization Cert,Received,82.92,False,False,73.39,Construction Of Laxmi Mandap Of Sunaposi Near Patra Sahi Under Gulusahi(GP) Sukruli (Block) Executive Agency ITDA (Karanjia),Standard inspection passed,
WS/MP18147/2025-2026/194274,NOC,Pending,52.61,False,False,10.67,Construction of Prayer Hall At Khanddeuli Near Sanjib Mohanta House GP Bankati Block BIjatala Executive Agency ITDA (Rairangpur),Standard inspection passed,
WS/MP18147/2025-2026/194275,"Utilization Cert,Site Plan,NOC",Pending,47.57,False,False,73.07,Construction of Boundary wall siba community center Village Sarbanaghaty  Under Nudadiha Block Kaptipada Executive Agency ITDA(kaptipada),Standard inspection passed,
